N_Awal,P_Awal,K_Awal,N_Target,P_Target,K_Target,Dosis_Pupuk_Gram
15.0,22.5,49.0,36.9,55.3,117.8,4.9
16.3,21.8,46.0,41.0,54.1,111.1,4.9
15.1,22.6,48.7,39.0,55.3,108.3,4.9
16.2,24.5,46.1,39.5,54.4,112.8,4.9
16.6,22.5,45.4,40.4,53.6,112.0,4.9
16.2,22.9,46.1,38.4,55.7,112.4,4.9
19.0,22.9,47.1,39.5,54.7,110.6,4.9
16.0,23.6,45.6,40.0,54.6,114.4,4.9
16.9,21.4,45.6,37.9,55.8,107.2,4.9
16.3,23.7,47.7,37.2,60.8,105.6,4.9
17.3,22.8,46.5,40.7,54.5,114.6,4.9
17.6,21.7,45.9,38.9,53.3,114.2,4.9
17.3,21.8,44.9,40.6,57.0,114.6,5.0
15.9,22.3,48.5,42.7,56.1,110.6,5.0
17.3,21.9,45.8,42.2,59.3,116.8,5.0
16.5,23.9,44.4,39.3,56.6,116.4,5.0
17.1,22.4,47.0,41.6,54.6,114.7,5.0
18.1,21.6,48.0,39.4,53.7,116.0,5.0
16.4,22.2,44.2,40.9,54.4,111.0,5.0
16.3,22.1,46.4,38.3,55.4,115.0,5.0
17.3,21.6,45.8,42.4,57.8,114.0,5.0
14.3,24.5,44.7,40.5,54.6,113.1,5.0
15.8,22.8,47.1,43.2,57.1,116.1,5.0
15.9,21.0,46.9,41.8,58.6,113.3,5.0
15.6,20.9,47.7,42.4,60.3,115.3,5.0
16.3,22.6,46.3,38.1,56.4,113.7,5.0
17.1,22.0,42.9,37.2,57.1,107.7,5.0
16.5,22.9,47.9,39.6,55.9,118.0,5.0
15.1,24.1,44.0,40.7,58.6,116.4,5.0
18.2,22.4,45.7,42.2,54.0,116.2,5.0
16.5,22.3,45.3,41.7,56.4,119.8,5.0
15.8,21.9,49.3,39.4,55.8,113.3,5.0
17.0,22.5,45.8,39.3,57.3,116.2,5.0
14.8,22.1,44.4,41.5,57.6,113.6,5.0
18.1,22.1,47.3,39.8,57.1,115.5,5.0
15.3,20.9,46.6,41.3,59.6,116.1,5.0
16.5,24.1,45.5,40.0,55.1,110.6,5.0
17.1,21.5,46.2,41.7,56.8,110.5,5.0
16.7,21.8,45.4,40.3,58.8,111.2,5.0
15.6,21.5,45.4,35.4,61.2,116.0,5.0
18.1,21.5,46.2,41.9,53.3,114.0,5.0
16.8,22.2,48.1,44.1,58.3,114.8,5.0
15.4,22.3,45.7,40.2,53.1,113.2,5.0
16.3,21.5,42.9,42.6,58.4,115.2,5.0
15.8,23.1,46.0,41.0,58.6,114.1,5.0
17.1,21.3,47.1,43.3,59.5,117.3,5.0
16.8,25.3,46.0,41.4,58.3,115.9,5.0
17.3,23.0,48.6,42.2,56.1,116.8,5.0
17.2,22.8,48.1,39.5,56.1,115.0,5.0
16.3,23.1,46.1,39.8,54.8,115.3,5.0
16.0,22.4,45.5,40.3,56.9,114.5,5.0
16.5,22.0,50.1,42.1,57.4,121.1,5.0
17.0,23.1,44.5,41.4,59.0,116.2,5.0
15.6,23.0,46.6,41.4,54.4,113.9,5.0
16.1,23.5,47.7,41.5,57.6,112.6,5.0
17.4,23.8,44.7,39.1,54.0,112.2,5.0
17.8,23.6,44.8,41.3,60.7,115.6,5.0
17.3,23.0,41.7,40.5,57.1,114.7,5.0
16.6,22.9,44.7,38.8,52.7,114.9,5.0
14.9,22.6,48.8,41.8,58.5,110.6,5.0
17.2,22.1,45.0,43.4,58.2,112.2,5.0
16.4,20.3,46.4,37.6,57.3,112.5,5.0
